HCl (%),H2SO4 (%),CuSO4 (%),pH Value,Temperature (°C),Etching Time (s),Capacitance (pF),Insulation Resistance (MΩ),Impedance Match (Ω),Dielectric Breakdown (kV),Board Thickness (mm),Board Width (mm),Board Length (mm),Hole Diameter Deviation (mm),Pad-to-Hole Alignment (mm),Silkscreen Clarity,Solderability Test,Dimension Accuracy,Frequency Test Result,Defect Type,PCB_Status
3.3,2.86,1.17,4.92,44.22,108,27.69,52.53,50.28,3.58,1.23,157,192,0.041,0.017,Clear,Pass,Accurate,Pass,None,OK
4.18,2.84,0.93,5.86,40.67,108,20.73,43.5,49.34,2.8,1.04,147,195,0.056,0,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.44,2.52,0.92,5.06,49.99,127,32.41,57.26,50.58,3.08,1.6,168,193,0.013,0.049,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.33,3.16,1.16,4.64,43.53,101,30.01,51.82,52.46,4.37,1.48,140,198,0.01,0.004,Clear,Pass,Accurate,Pass,None,OK
3.05,3.96,1.41,4.11,48.35,137,21.73,59.9,47.22,3.59,1.54,152,197,0.086,0.006,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
2.61,2.51,1.57,5.45,43.65,114,35.19,68.83,48.43,2.82,1.18,127,205,0.016,0.091,Clear,Fail,Accurate,Fail,Open Circuit,Faulty
4.23,3.31,1.15,4.24,48.42,134,26.28,35.63,52.73,3.6,1.45,161,217,0.017,0.032,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.51,2.75,1.38,5.09,44.27,113,34.63,74.8,52.09,3.81,1.32,157,190,0.029,0.011,Clear,Pass,Accurate,Pass,None,OK
3.35,2.53,1.17,5.5,44.52,109,25.2,60.76,52.75,3.52,1.3,161,201,0.003,0.031,Clear,Pass,Accurate,Pass,None,OK
3.65,3.46,1.22,5.4,44.52,100,27,50.47,52.1,3.52,1.33,153,201,0.012,0.001,Clear,Pass,Accurate,Pass,None,OK
3.43,2.82,1.3,4.78,44.43,114,29.48,64.8,51.93,3.2,1.26,168,195,0.009,0.03,Clear,Pass,Accurate,Pass,None,OK
4.04,3.22,0.99,4.33,40.75,125,39.36,59.58,54.1,4.82,1.48,160,214,0.055,0.024,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.67,3.21,1.29,5.08,43.19,116,31.38,73.87,49.82,3.89,1.23,136,197,0.017,0.048,Clear,Pass,Accurate,Pass,None,OK
4.2,2.23,1.01,5.23,46.69,124,22.73,98.17,53.06,3.33,1.13,121,200,0.024,0.069,Clear,Fail,Accurate,Fail,Misalignment,Faulty
3.6,3.01,1.23,4.62,44.86,101,27.12,69.71,48.27,3.87,1.24,147,192,0.034,0.04,Clear,Pass,Accurate,Pass,None,OK
3.24,3.17,1.34,4.96,46.34,118,34.31,56.77,52.46,4.2,1.25,132,200,0.025,0.017,Clear,Pass,Accurate,Pass,None,OK
3.81,2.61,1.25,5.02,43.72,108,31.43,78.98,51.34,3.3,1.26,149,200,0.047,0.007,Clear,Pass,Accurate,Pass,None,OK
3.8,3.02,1.35,4.82,43.58,116,33.77,85.52,48.69,3.44,1.33,163,194,0.011,0.023,Clear,Pass,Accurate,Pass,None,OK
3.99,2.89,1.12,4.98,44.89,98,28.29,83.78,49.05,3.15,1.39,159,196,0.018,0.02,Clear,Pass,Accurate,Pass,None,OK
3.18,2.95,1.05,5.42,44.48,103,33.29,69.69,51.12,3.44,1.39,138,208,0.016,0.049,Clear,Pass,Accurate,Pass,None,OK
3.84,2.23,1.07,5.33,42.69,104,33.11,54.77,49.62,4.13,1.4,173,185,0.009,0.019,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.74,3.72,1.49,5.25,44.95,123,20.17,53.36,54.99,2.61,1.16,170,212,0.04,0.056,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.85,3.47,1.33,5,45.25,101,28.78,56.88,49.87,3.64,1.2,139,196,0.012,0.049,Clear,Pass,Accurate,Pass,None,OK
3.87,2.64,1.15,5.33,46.79,119,27.53,74.97,47.49,4.45,1.48,135,199,0.05,0.021,Clear,Pass,Accurate,Pass,None,OK
3.64,3.25,1.26,4.82,46.04,109,34.12,94.52,47.85,3.98,1.45,146,197,0.019,0.007,Clear,Pass,Accurate,Pass,None,OK
3.54,3.09,1.04,4.67,41.44,86,25.85,99.88,51.34,4.45,1.56,131,210,0.004,0.078,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
4.04,2.16,1.25,5.04,44.42,125,35.97,84.64,53.44,4.8,1.44,169,189,0.055,0.017,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.51,2.83,1.29,5.47,45.75,97,25.92,73.44,51.47,4.17,1.49,144,203,0.047,0.046,Clear,Pass,Accurate,Pass,None,OK
3.96,2.79,1.13,4.59,44.66,99,34.43,59.78,48.97,3.49,1.31,162,190,0.02,0.04,Clear,Pass,Accurate,Pass,None,OK
3.6,2.33,1.26,4.37,45.86,125,25.98,81.77,51.16,3.47,1.4,130,189,0.051,0.06,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.97,2.77,1.2,5.09,44.15,111,29.59,54.65,50.05,3.22,1.4,142,202,0.01,0.026,Clear,Pass,Accurate,Pass,None,OK
3.64,2.85,1.36,5.29,45.16,121,34.93,97.2,51.6,3.39,1.25,151,195,0.006,0.018,Clear,Pass,Accurate,Pass,None,OK
3.36,2.86,1.35,5.31,46.54,122,30.4,87.15,51.51,3.38,1.45,145,195,0.043,0.022,Clear,Pass,Accurate,Pass,None,OK
3.82,2.77,1.3,4.7,46.51,118,32.57,65.65,48,3.87,1.25,163,194,0.002,0.045,Clear,Pass,Accurate,Pass,None,OK
3.09,3.17,1.31,4.9,44.78,95,25.07,64.77,47.59,3.51,1.3,132,192,0.048,0.009,Clear,Pass,Accurate,Pass,None,OK
3.29,2.55,1.36,5.12,43.98,95,29.97,94.76,50.55,4.29,1.35,137,201,0.021,0.04,Clear,Pass,Accurate,Pass,None,OK
3.74,3.09,1.17,4.69,49.55,98,39.84,30.57,54.7,3,1.13,144,218,0.081,0.007,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.91,2.12,1.05,5.87,42.4,140,33.05,64.45,54.25,3.42,1.36,162,189,0.053,0.075,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.99,2.83,1.29,4.82,43.9,124,32.37,58.88,51.45,4.48,1.38,149,204,0.012,0.001,Clear,Pass,Accurate,Pass,None,OK
3.81,2.78,1.14,5.16,43.14,110,32.83,76.75,47.89,3.51,1.37,153,192,0.031,0.046,Clear,Pass,Accurate,Pass,None,OK
3.94,3.25,1.05,4.88,46.37,117,26.58,85.68,49.23,4.06,1.23,147,205,0.007,0.025,Clear,Pass,Accurate,Pass,None,OK
3.59,2.65,1.17,4.85,44.06,108,29.19,69.82,52.22,3.99,1.33,152,207,0.004,0.011,Clear,Pass,Accurate,Pass,None,OK
3.41,3.44,1.03,4.61,44.44,105,29.19,52,52.67,3.29,1.48,130,198,0.041,0,Clear,Pass,Accurate,Pass,None,OK
3.98,2.67,1.05,4.54,46.24,108,26.04,61.39,49.72,4.38,1.46,131,197,0.021,0.028,Clear,Pass,Accurate,Pass,None,OK
3.37,2.52,1.33,4.67,45.6,131,39.89,73.59,49.07,4.19,1.39,178,206,0.074,0.003,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.31,2.87,1.38,5.34,43.48,102,29.43,95.09,47.48,3.3,1.38,134,200,0.026,0.012,Clear,Pass,Accurate,Pass,None,OK
3.76,2.7,1.27,4.99,44.84,113,33.07,76.16,48.55,4.11,1.37,147,192,0.009,0.032,Clear,Pass,Accurate,Pass,None,OK
3.56,2.79,1.34,5.06,43.49,96,28,90.77,48.4,3.52,1.23,145,194,0.003,0.014,Clear,Pass,Accurate,Pass,None,OK
3.23,3.26,1.26,4.87,44.77,117,29.33,77.78,48.43,3.55,1.26,139,199,0.018,0.004,Clear,Pass,Accurate,Pass,None,OK
3.02,2.98,1.17,4.64,43.19,104,34.61,97.18,49.96,3.68,1.28,158,194,0.025,0.025,Clear,Pass,Accurate,Pass,None,OK
3.74,3.76,1.59,4.17,48.81,134,36.71,34.04,52.07,3.52,1.19,156,185,0.076,0.068,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.38,2.66,1.01,4.95,45.07,99,25.32,95.46,50.5,4.3,1.35,164,197,0.038,0.028,Clear,Pass,Accurate,Pass,None,OK
4.4,3.74,1.1,5.04,47.07,123,36.48,56.82,50.85,2.59,1.17,148,187,0.065,0.086,Clear,Pass,Accurate,Fail,Misalignment,Faulty
2.79,2.48,0.96,5.23,49.2,102,34.47,53.13,54.89,4.74,1.14,137,215,0.076,0.025,Clear,Pass,Inaccurate,Fail,Short Circuit,Faulty
3.55,2.55,1.38,4.73,46.18,109,30.92,74.14,47.74,3.21,1.42,154,195,0.025,0.023,Clear,Pass,Accurate,Pass,None,OK
3.48,3.97,1.39,4.97,43.7,95,24.02,54.24,52.86,4.35,1.44,125,184,0.08,0.063,Blurred,Pass,Accurate,Fail,Delamination,Faulty
3.18,2.73,1.03,5.34,45.71,95,32.43,65.91,52.34,3.08,1.34,153,205,0.039,0.023,Clear,Pass,Accurate,Pass,None,OK
3.42,2.05,1.19,4.15,48.82,84,33.84,86.57,52.01,4.07,1.46,137,219,0.026,0.047,Blurred,Pass,Accurate,Fail,Short Circuit,Faulty
3.41,3.45,1.24,5.49,45.04,96,32.61,80.08,50.72,3.6,1.24,142,201,0.006,0.029,Clear,Pass,Accurate,Pass,None,OK
3.62,3.35,1.04,5.39,46.32,113,32.16,83.74,50.58,3.08,1.33,150,206,0.003,0.026,Clear,Pass,Accurate,Pass,None,OK
3.71,2.94,1.11,5.03,43.91,116,32.26,74.92,52.92,4.03,1.25,168,197,0.008,0.007,Clear,Pass,Accurate,Pass,None,OK
3.77,3.08,1.13,4.39,46.69,126,21.97,42.81,49.68,3.89,1.07,166,204,0.089,0.066,Clear,Fail,Accurate,Fail,Delamination,Faulty
3.05,2.98,1.07,5.13,46.32,124,25.59,91.11,50.77,4.14,1.43,163,193,0.039,0.01,Clear,Pass,Accurate,Pass,None,OK
3.66,3.4,1.22,5.45,44.11,111,30.34,59.17,52.57,4.28,1.25,148,206,0.038,0.007,Clear,Pass,Accurate,Pass,None,OK
3.06,3.09,1.35,5.04,44.45,109,32.83,66.72,48.72,4.12,1.34,157,192,0.007,0.035,Clear,Pass,Accurate,Pass,None,OK
3.03,3.38,1.25,5.14,43.51,118,25.94,84.32,48.44,4.37,1.41,156,207,0.002,0.026,Clear,Pass,Accurate,Pass,None,OK
3.15,2.99,1.27,5.13,43.41,112,25.12,62.33,50.1,4.12,1.27,155,205,0.034,0.021,Clear,Pass,Accurate,Pass,None,OK
2.78,3.55,1.56,4.07,44.54,107,23.39,85.68,46.38,4.85,1.44,147,187,0.055,0.072,Clear,Pass,Inaccurate,Fail,Short Circuit,Faulty
3.65,2.7,1.36,5.21,46.73,115,33.15,71.99,50.05,4.4,1.22,140,191,0.043,0.04,Clear,Pass,Accurate,Pass,None,OK
3.05,3.23,1.3,5.14,43.76,102,32.12,98.19,48.36,3.29,1.37,164,202,0.038,0.016,Clear,Pass,Accurate,Pass,None,OK
3.19,3.05,1.26,4.24,48.54,123,38.77,76.07,45.06,4.15,1.17,176,208,0.1,0.023,Clear,Pass,Inaccurate,Fail,Misalignment,Faulty
4.29,2.57,1.19,4.09,47.49,106,38.28,60.42,49.71,2.71,1.04,164,220,0.03,0.005,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.02,3.03,1.35,5.17,44.33,123,29.12,81.29,51.2,3.75,1.22,149,190,0.01,0.028,Clear,Pass,Accurate,Pass,None,OK
3.12,3.17,1.17,5.23,45.12,115,34.4,97.45,47.18,4.49,1.38,141,192,0.029,0.004,Clear,Pass,Accurate,Pass,None,OK
3.95,2.66,1.35,5.31,44.39,123,32.67,86.12,51.14,4.02,1.43,157,190,0.038,0.037,Clear,Pass,Accurate,Pass,None,OK
2.88,3.6,1.1,4.84,49.21,118,21.22,40,54.59,4.69,1.52,122,183,0.075,0.08,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.91,3.15,1.26,4.9,46.48,108,34.68,86.23,49.74,4.32,1.3,131,191,0.013,0.035,Clear,Pass,Accurate,Pass,None,OK
3.09,2.88,1.05,5.25,46.6,102,34.29,79.59,51.13,3.05,1.35,130,208,0.026,0.04,Clear,Pass,Accurate,Pass,None,OK
3.3,2.83,1.02,4.6,44.3,124,29.81,57.11,49.86,4.31,1.48,138,192,0.016,0.044,Clear,Pass,Accurate,Pass,None,OK
3.95,3.17,1.1,5.38,43.37,116,32.55,75.99,52.86,4.05,1.34,151,190,0.011,0.038,Clear,Pass,Accurate,Pass,None,OK
3.1,3.09,1.15,4.79,43.84,117,31.69,62.63,49.01,3.26,1.5,169,198,0.048,0.042,Clear,Pass,Accurate,Pass,None,OK
2.74,3.59,0.97,4.63,45.23,104,36.98,62.94,45.64,3.89,1.29,149,220,0.003,0.059,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.09,3.15,1.34,4.9,44.9,102,33.11,99.93,52.9,3.04,1.25,156,197,0.046,0.017,Clear,Pass,Accurate,Pass,None,OK
3.09,3.47,1.3,5.3,44.15,113,32.88,63.35,47.39,3.39,1.41,138,194,0.022,0.017,Clear,Pass,Accurate,Pass,None,OK
3.98,3.2,1.38,5.14,44.81,107,26.53,61.53,51.1,4.37,1.4,136,190,0.007,0.047,Clear,Pass,Accurate,Pass,None,OK
3.74,3.14,1.22,4.81,46.03,122,27.34,81.19,49.73,4,1.46,165,204,0.036,0.046,Clear,Pass,Accurate,Pass,None,OK
3.21,3.11,1.3,4.73,44.68,124,27.66,75.55,51.93,4.38,1.23,167,206,0.013,0.027,Clear,Pass,Accurate,Pass,None,OK
2.58,2.28,1.26,5.94,48.7,81,30.54,73.84,53.18,4.33,1.55,172,211,0.006,0.005,Clear,Pass,Accurate,Fail,Misalignment,Faulty
4.1,2.4,0.91,5.73,47.64,112,26.5,50.08,51.92,3.53,1.24,149,204,0.034,0.008,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.05,2.9,1.11,5.46,43.79,99,33.18,51.07,51.74,3.67,1.28,131,204,0.008,0.018,Clear,Pass,Accurate,Pass,None,OK
3.97,3.34,1.27,4.59,44.43,104,33.11,56.48,51.8,4.4,1.24,134,197,0.019,0.043,Clear,Pass,Accurate,Pass,None,OK
3.43,2.88,1.28,4.5,45.97,101,29.95,90.55,47.57,3.69,1.48,146,192,0.026,0.016,Clear,Pass,Accurate,Pass,None,OK
3.6,3.2,1.34,5.17,44.7,103,30.81,74.18,51.93,3.31,1.33,166,198,0.005,0.008,Clear,Pass,Accurate,Pass,None,OK
3.28,2.79,1.21,5.11,44,108,33.27,57.3,48.28,3.23,1.47,164,209,0.029,0.032,Clear,Pass,Accurate,Pass,None,OK
3.05,3.23,1.48,4.96,43.71,97,37.44,87.25,54.96,4.24,1.18,170,218,0.034,0.059,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.76,2.65,1.26,5.24,44.71,100,28.13,73.26,47.15,4.49,1.29,137,203,0.001,0.002,Clear,Pass,Accurate,Pass,None,OK
3.2,2.63,1.08,5.23,44.82,104,25.5,62.66,48.31,3.5,1.24,132,195,0.045,0.019,Clear,Pass,Accurate,Pass,None,OK
3.79,3.13,1.29,5.36,44.19,95,29.83,61.18,49.88,3.24,1.29,132,209,0.046,0.04,Clear,Pass,Accurate,Pass,None,OK
3.23,2.83,1.34,5.42,46.98,105,34.14,97.89,51.45,3.01,1.38,130,193,0.037,0.015,Clear,Pass,Accurate,Pass,None,OK
3.1,2.78,1.24,5.28,46.07,102,32.9,68.1,48.31,3.43,1.45,153,201,0.023,0.047,Clear,Pass,Accurate,Pass,None,OK
3.48,3.09,1.05,4.73,45.77,100,28.67,52.32,47.68,4.33,1.32,159,192,0.013,0.048,Clear,Pass,Accurate,Pass,None,OK
3.74,3.97,1,5.83,48.18,132,36.1,35.08,53.84,4.25,1.55,155,186,0.011,0.07,Clear,Fail,Accurate,Fail,Short Circuit,Faulty
3.24,3.34,1.01,5.22,41.72,114,20.39,50.68,51.16,3.02,1.2,167,212,0.075,0.011,Blurred,Pass,Accurate,Fail,Misalignment,Faulty
3.43,3.27,0.8,5.09,48.08,109,36.61,43.56,46.3,2.69,1.47,175,214,0.072,0.008,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.81,2.53,1.13,4.96,46.42,111,25.65,98.52,50.88,3.8,1.47,155,192,0.037,0.041,Clear,Pass,Accurate,Pass,None,OK
3.38,2.75,1.19,5.14,45.67,98,31.37,89.74,52.9,3.95,1.27,167,206,0.047,0.049,Clear,Pass,Accurate,Pass,None,OK
3.03,2.84,1.27,5.04,46.16,100,33.34,62.72,50.61,4.38,1.41,169,195,0.008,0.027,Clear,Pass,Accurate,Pass,None,OK
3.55,3.21,1.13,4.66,44.65,123,31.65,70.44,51.15,3.77,1.42,167,204,0.023,0.028,Clear,Pass,Accurate,Pass,None,OK
4.29,2.03,0.92,5.03,41.38,123,22.21,67.55,52.34,3.29,1.4,171,208,0.014,0.062,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.52,3.12,1.17,4.2,46.66,136,37.24,49.24,51.86,3.22,1.35,164,214,0.047,0.018,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.56,3.05,1.08,4.03,45.25,83,36.78,63.59,48.18,4.33,1.35,172,199,0.031,0.021,Blurred,Pass,Accurate,Fail,Solder Bridge,Faulty
3.68,3.05,1.34,5.09,45,109,29.25,93.11,50.37,4.26,1.28,132,200,0.016,0.042,Clear,Pass,Accurate,Pass,None,OK
3.39,3.78,1.19,4.75,43.38,127,30.05,44.38,46.02,4.29,1.15,142,180,0.022,0.071,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.74,3.36,1.15,5.39,43.19,104,26.23,67.87,51.69,3.49,1.21,142,207,0.018,0.025,Clear,Pass,Accurate,Pass,None,OK
3.4,2.83,1.02,4.92,44.12,111,34.11,78.37,52.85,4.47,1.31,165,192,0.02,0.02,Clear,Pass,Accurate,Pass,None,OK
3.04,2.37,1.03,5.37,40.85,129,31.85,82.27,48.24,2.87,1.15,179,188,0.001,0.071,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.25,3.72,0.97,5.87,44.5,110,36.95,89.29,53.57,3.02,1.14,176,189,0.052,0.01,Clear,Fail,Accurate,Fail,Short Circuit,Faulty
2.54,3.64,0.99,5.15,47.56,83,27.14,56.35,50.94,4.22,1.15,168,192,0.01,0.016,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.1,2.8,1.32,5.17,44.47,104,27.76,76.74,50.26,3.12,1.21,141,206,0.048,0.031,Clear,Pass,Accurate,Pass,None,OK
2.92,3.42,1.17,5.16,44.95,117,28.42,92.26,52.43,3.02,1.35,125,208,0.057,0.092,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.15,2.63,1.17,5.53,48.95,132,34.54,99.96,53.16,4.76,1.55,154,183,0.001,0.025,Clear,Fail,Accurate,Fail,Solder Bridge,Faulty
3.58,2.53,1.26,5.12,45.5,99,27.24,70.06,49.5,4.09,1.47,149,200,0.013,0.033,Clear,Pass,Accurate,Pass,None,OK
4.28,3.64,0.92,5.76,44.11,80,24.12,99.3,49.4,3.56,1.56,175,216,0.078,0.031,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.33,3.45,1.32,4.88,44.86,113,33.16,81.98,52.16,3.99,1.49,168,195,0.025,0.038,Clear,Pass,Accurate,Pass,None,OK
3.86,2.72,1.14,5.8,48.96,116,35.94,81.34,52.72,3.48,1.55,159,182,0.05,0.09,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
4.08,2.99,1.28,5.25,46.86,101,21.26,57.21,50.18,3.73,1.5,139,216,0.031,0.005,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.5,3.66,1.6,4.26,48.59,96,33.73,60.31,52.04,3.25,1.41,160,198,0.092,0.066,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
2.67,2.67,1.42,4.62,40.89,93,27.33,40.1,53.9,4.43,1.21,173,207,0.054,0.004,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.95,3,1.14,5.07,45.43,101,34.81,73.66,52.82,3.29,1.42,137,194,0.048,0.033,Clear,Pass,Accurate,Pass,None,OK
3.5,3,1.01,4.71,45.85,123,31.6,51.06,47.78,3.58,1.42,131,199,0.024,0.037,Clear,Pass,Accurate,Pass,None,OK
3.99,3.65,0.94,5.52,41.78,137,22.29,73.64,46.88,3.03,1.57,145,197,0.004,0.089,Blurred,Fail,Accurate,Fail,Misalignment,Faulty
3.47,3.42,1.03,5.05,43.17,118,31.25,90.72,50.47,3.47,1.27,140,191,0.043,0.034,Clear,Pass,Accurate,Pass,None,OK
2.76,2.48,0.96,4.6,44.18,114,36.2,40.79,52.51,2.53,1.43,174,202,0.031,0.012,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.07,2.28,1.07,4.37,42.51,122,25.32,48.57,48.7,4.4,1.53,129,219,0.069,0.05,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.31,2.79,1.04,5.3,44.03,113,28.19,55.66,51.75,3.14,1.22,150,204,0.003,0.024,Clear,Pass,Accurate,Pass,None,OK
3.79,2.9,1.29,4.95,41.35,135,36.51,72.95,45.98,4.55,1.31,170,208,0.037,0.061,Clear,Fail,Inaccurate,Fail,Delamination,Faulty
3.64,3.5,1.53,4.45,42.96,126,39.74,96.15,48.27,3.64,1.38,168,208,0.065,0.051,Blurred,Fail,Accurate,Fail,Delamination,Faulty
3.21,3.3,1.21,5.23,45.72,92,31.14,33.39,46.36,4.5,1.25,143,181,0.016,0.014,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
4.47,3.24,1.2,4.08,44.42,130,25.56,30.08,46.56,4.12,1.25,132,196,0.006,0.074,Blurred,Pass,Accurate,Fail,Open Circuit,Faulty
3.34,2.83,1.32,5.26,43.68,104,25.2,73.2,50.2,3.88,1.44,166,200,0.048,0.007,Clear,Pass,Accurate,Pass,None,OK
2.97,3.68,0.83,4.94,47.46,95,23.4,49.89,45.2,3.14,1.26,177,207,0.056,0.096,Blurred,Pass,Accurate,Fail,Delamination,Faulty
2.7,2.94,1.24,4.3,48.94,97,35.24,91.64,46.18,3.74,1.4,165,218,0.065,0.04,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.51,3.16,1.12,4.86,43.75,113,26.92,79,49.46,4.49,1.37,135,203,0.009,0.039,Clear,Pass,Accurate,Pass,None,OK
3.31,3.29,1.4,4.61,45.01,124,30.84,85.28,50.93,3.84,1.4,148,203,0.049,0.002,Clear,Pass,Accurate,Pass,None,OK
3.89,3.2,1.3,5.3,45.96,105,26.51,70.54,48.62,3.82,1.43,159,192,0.009,0.05,Clear,Pass,Accurate,Pass,None,OK
2.87,3.35,0.82,4.41,41.52,120,31.24,40.15,45.88,3.86,1.08,129,195,0.086,0.032,Clear,Pass,Inaccurate,Fail,Open Circuit,Faulty
3.44,3.29,1.24,4.77,44.09,97,33.84,86.78,49.09,3.06,1.32,168,205,0.022,0.041,Clear,Pass,Accurate,Pass,None,OK
3.29,3.08,1.39,4.55,46.3,124,26.88,56.57,52.95,3.21,1.24,165,203,0.015,0.034,Clear,Pass,Accurate,Pass,None,OK
3.16,3.36,1.13,4.95,46.57,105,30.22,82.67,50.82,3.77,1.44,149,199,0.022,0.048,Clear,Pass,Accurate,Pass,None,OK
3.67,3.05,1.07,5.24,44.4,100,30.12,91.32,52.24,4.48,1.34,139,197,0.013,0.031,Clear,Pass,Accurate,Pass,None,OK
3.55,3.71,0.89,4.07,40.63,94,32.77,31.44,46.37,2.67,1.24,152,203,0.077,0.027,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.03,2.73,1.29,5.31,45.73,100,31.04,94.47,51.85,4.31,1.45,153,201,0.048,0.003,Clear,Pass,Accurate,Pass,None,OK
3.45,3.04,1.11,5.48,43.47,109,28.27,78.98,50.91,3.51,1.33,162,194,0.015,0.028,Clear,Pass,Accurate,Pass,None,OK
2.72,2.56,0.94,5.77,46.34,98,35.5,78.73,52.93,3.37,1.1,164,198,0.017,0.044,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.3,3.29,1.1,4.17,42.53,122,36.07,95.95,50.47,3.03,1.3,153,199,0.021,0.017,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
4.44,3.39,1.44,5.08,45.55,116,30.63,42.55,49.22,3.62,1.52,136,209,0.076,0.017,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.55,3.21,1.38,4.69,45.98,97,33.74,65.64,52.04,3.81,1.27,158,202,0.033,0.014,Clear,Pass,Accurate,Pass,None,OK
3.34,3.15,1.4,4.79,43.66,116,29.44,58.17,48.72,3.83,1.25,159,201,0.007,0.018,Clear,Pass,Accurate,Pass,None,OK
3.75,2.74,1.37,5.11,45.75,119,32,67.28,50.82,4.03,1.42,165,192,0.041,0.023,Clear,Pass,Accurate,Pass,None,OK
3.68,2.54,1.38,5.31,44.69,105,31.36,77,50.54,4.03,1.37,135,206,0.027,0.039,Clear,Pass,Accurate,Pass,None,OK
3.84,2.61,0.99,5.87,43.09,92,32.15,88.84,53.73,5,1.45,134,219,0.09,0.04,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.97,2.75,1.25,4.73,46.71,102,26.17,59.82,50.73,4.18,1.32,143,209,0.049,0.025,Clear,Pass,Accurate,Pass,None,OK
3.51,3.48,1.28,4.91,44.86,121,31.23,97.63,48.01,3.04,1.35,132,194,0.021,0.024,Clear,Pass,Accurate,Pass,None,OK
3.54,2.68,1.04,4.91,43.12,123,30.51,94.86,48.66,4.42,1.36,153,195,0.01,0.015,Clear,Pass,Accurate,Pass,None,OK
3.25,2.96,1.31,5.27,44.92,123,33.99,51.65,48.72,3.11,1.27,148,202,0.017,0.027,Clear,Pass,Accurate,Pass,None,OK
3.39,3.14,1.08,4.74,46.18,117,33.81,78.1,50.61,3.71,1.31,167,195,0.037,0.012,Clear,Pass,Accurate,Pass,None,OK
3.03,3.38,1.34,5.47,45.59,117,26.51,89.47,52.84,4.38,1.29,163,202,0.033,0.013,Clear,Pass,Accurate,Pass,None,OK
3.15,2.52,1.46,4.66,47.9,110,27.45,97.1,53.08,2.99,1.09,176,186,0.016,0.089,Clear,Pass,Inaccurate,Fail,Short Circuit,Faulty
3.35,3.81,1.22,5.4,42.18,95,25.25,81.43,51.64,4.49,1.2,151,190,0.054,0.012,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.52,3.34,1.42,5.53,46.77,121,35.19,82.34,46.51,2.6,1.27,130,190,0.051,0.028,Clear,Pass,Accurate,Fail,Misalignment,Faulty
2.98,3.12,0.99,5.86,48.03,140,35.47,47.67,46.03,4.96,1.32,141,215,0.01,0.081,Blurred,Pass,Inaccurate,Fail,Misalignment,Faulty
2.73,2.22,1.08,4.41,45.62,135,29.11,59.03,50.73,4.66,1.31,153,199,0.036,0.09,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.72,2.89,0.82,5.6,47.41,123,32.24,35.77,49.02,3.95,1.33,160,195,0.008,0.068,Clear,Pass,Inaccurate,Fail,Delamination,Faulty
3.08,2.92,1.57,5.48,46.62,136,27.47,72.46,49.29,2.79,1.51,137,184,0.046,0.01,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.69,3.26,1.38,5.01,46.87,102,25.82,62.27,52.72,3.73,1.32,138,204,0.039,0.038,Clear,Pass,Accurate,Pass,None,OK
